"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL4745090";"";"";"Unknown";"";"384.48";"3";"3";"4.43";"63.40";"2";"1";"0";"5";"N";"0.71";"None";"None";"4.59";"4.59";"3";"MOL";"-1";"29";"4";"2";"0";"384.1838";"-0.77";"NEUTRAL";"C25H24N2O2";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCCc2ccccc21";"GSTIKKFXLQACAD-DHIUTWEWSA-N";"InChI=1S/C25H24N2O2/c26-24(28)23(19-11-3-1-4-12-19)27(25(29)20-13-5-2-6-14-20)22-17-9-15-18-10-7-8-16-21(18)22/h1-8,10-14,16,22-23H,9,15,17H2,(H2,26,28)/t22-,23-/m1/s1";"False";"-1"
"CHEMBL3577882";"";"";"Small molecule";"";"417.44";"1";"1";"4.80";"86.29";"3";"2";"0";"6";"N";"0.47";"4.04";"2.32";"4.08";"1.06";"4";"MOL";"-1";"31";"6";"2";"0";"417.1489";"-1.21";"ACID";"C24H20FN3O3";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2cc[nH]c2cn1";"ITUHWRUDZXIIHN-OAHLLOKOSA-N";"InChI=1S/C24H20FN3O3/c1-15(17-5-7-20(25)8-6-17)28(14-16-3-2-4-19(11-16)24(30)31)23(29)21-12-18-9-10-26-22(18)13-27-21/h2-13,15,26H,14H2,1H3,(H,30,31)/t15-/m1/s1";"False";"-1"
"CHEMBL4242403";"";"";"Small molecule";"";"475.39";"3";"4";"6.19";"54.88";"3";"1";"1";"4";"N";"0.36";"None";"3.13";"5.49";"5.49";"4";"MOL";"-1";"34";"4";"1";"1";"475.1119";"-1.22";"NEUTRAL";"C24H15F6N3O";"O=C(N[C@@H](c1cccc(C(F)(F)F)c1)c1ncccc1C(F)(F)F)c1ccc2cccnc2c1";"YNRFVYBOUKLFOD-FQEVSTJZSA-N";"InChI=1S/C24H15F6N3O/c25-23(26,27)17-6-1-4-15(12-17)20(21-18(24(28,29)30)7-3-11-32-21)33-22(34)16-9-8-14-5-2-10-31-19(14)13-16/h1-13,20H,(H,33,34)/t20-/m0/s1";"False";"-1"
"CHEMBL4749804";"";"";"Unknown";"";"388.44";"3";"3";"4.18";"63.40";"2";"1";"0";"5";"N";"0.71";"None";"None";"4.29";"4.29";"3";"MOL";"-1";"29";"4";"2";"0";"388.1587";"-0.90";"NEUTRAL";"C24H21FN2O2";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cccc21";"WNBFUMMXKDINGC-FGZHOGPDSA-N";"InChI=1S/C24H21FN2O2/c25-20-13-7-12-19-18(20)14-15-21(19)27(24(29)17-10-5-2-6-11-17)22(23(26)28)16-8-3-1-4-9-16/h1-13,21-22H,14-15H2,(H2,26,28)/t21-,22-/m1/s1";"False";"-1"
"CHEMBL4167784";"";"";"Small molecule";"";"338.80";"2";"5";"3.89";"69.81";"3";"3";"0";"2";"N";"0.66";"10.85";"2.31";"4.50";"4.50";"3";"MOL";"-1";"24";"5";"3";"0";"338.0934";"-1.19";"NEUTRAL";"C18H15ClN4O";"Cc1cc(Cl)cc2c1NC(c1c[nH]nc1-c1ccccc1)NC2=O";"DEMBTDVKDCOCSF-UHFFFAOYSA-N";"InChI=1S/C18H15ClN4O/c1-10-7-12(19)8-13-15(10)21-17(22-18(13)24)14-9-20-23-16(14)11-5-3-2-4-6-11/h2-9,17,21H,1H3,(H,20,23)(H,22,24)";"False";"-1"
"CHEMBL3906012";"";"";"Small molecule";"";"540.47";"5";"5";"3.76";"95.22";"8";"1";"1";"6";"N";"0.38";"7.91";"None";"4.37";"4.26";"4";"MOL";"-1";"37";"8";"1";"1";"540.0891";"-1.77";"NEUTRAL";"C23H17F5N4O4S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(F)c(OCC(F)(F)F)c(F)c4)cs3)cccc2n(C)c1=O";"RLSJFZMRRVZYOG-UHFFFAOYSA-N";"InChI=1S/C23H17F5N4O4S/c1-31-16-5-3-4-11(18(16)20(34)32(2)22(31)35)8-17(33)30-21-29-15(9-37-21)12-6-13(24)19(14(25)7-12)36-10-23(26,27)28/h3-7,9H,8,10H2,1-2H3,(H,29,30,33)";"False";"-1"
"CHEMBL3921886";"";"";"Small molecule";"";"485.36";"5";"5";"3.30";"85.99";"7";"1";"0";"4";"N";"0.48";"7.91";"None";"4.05";"3.94";"4";"MOL";"-1";"30";"7";"1";"0";"484.0205";"-1.76";"NEUTRAL";"C21H17BrN4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(Br)cc4)cs3)cccc2n(C)c1=O";"NIVMPNIOANBDGM-UHFFFAOYSA-N";"InChI=1S/C21H17BrN4O3S/c1-25-16-5-3-4-13(18(16)19(28)26(2)21(25)29)10-17(27)24-20-23-15(11-30-20)12-6-8-14(22)9-7-12/h3-9,11H,10H2,1-2H3,(H,23,24,27)";"False";"-1"
"CHEMBL3958453";"";"";"Small molecule";"";"442.45";"5";"5";"2.82";"85.99";"7";"1";"0";"4";"N";"0.53";"7.91";"None";"3.57";"3.46";"4";"MOL";"-1";"31";"7";"1";"0";"442.0911";"-1.83";"NEUTRAL";"C21H16F2N4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(F)c4F)cs3)cccc2n(C)c1=O";"JSZBSUKOUVVBGY-UHFFFAOYSA-N";"InChI=1S/C21H16F2N4O3S/c1-26-15-8-3-5-11(17(15)19(29)27(2)21(26)30)9-16(28)25-20-24-14(10-31-20)12-6-4-7-13(22)18(12)23/h3-8,10H,9H2,1-2H3,(H,24,25,28)";"False";"-1"
"CHEMBL3952682";"";"";"Unknown";"";"";"5";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";"";"";"False";"-1"
"CHEMBL3905801";"";"";"Small molecule";"";"516.47";"5";"10";"3.90";"85.99";"8";"1";"1";"4";"N";"0.42";"7.91";"None";"4.39";"4.28";"4";"MOL";"-1";"34";"7";"1";"1";"516.0349";"-1.66";"NEUTRAL";"C20H13F5N4O3S2";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4F)cs3)csc2n(C)c1=O";"XOPMVFNBFICPDB-UHFFFAOYSA-N";"InChI=1S/C20H13F5N4O3S2/c1-28-16(31)13-8(6-33-17(13)29(2)19(28)32)5-12(30)27-18-26-11(7-34-18)9-3-4-10(21)14(15(9)22)20(23,24)25/h3-4,6-7H,5H2,1-2H3,(H,26,27,30)";"False";"-1"
"CHEMBL3945471";"";"";"Small molecule";"";"517.46";"5";"5";"3.30";"98.88";"9";"1";"1";"4";"N";"0.42";"7.89";"None";"3.97";"3.85";"4";"MOL";"-1";"34";"8";"1";"1";"517.0302";"-1.72";"NEUTRAL";"C19H12F5N5O3S2";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)c(F)c4F)cs3)nsc2n(C)c1=O";"PYQZVIOQEOMABN-UHFFFAOYSA-N";"InChI=1S/C19H12F5N5O3S2/c1-28-15(31)12-9(27-34-16(12)29(2)18(28)32)5-11(30)26-17-25-10(6-33-17)7-3-4-8(19(22,23)24)14(21)13(7)20/h3-4,6H,5H2,1-2H3,(H,25,26,30)";"False";"-1"
"CHEMBL3682585";"";"";"Small molecule";"";"558.58";"1";"1";"6.49";"96.80";"5";"1";"2";"9";"N";"0.25";"3.52";"1.26";"7.65";"4.28";"4";"MOL";"-1";"39";"7";"1";"2";"558.1436";"-1.00";"ACID";"C28H25F3N2O5S";"CCCc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C)c2ccccc12";"DKXAEAWGUUHXJU-UHFFFAOYSA-N";"InChI=1S/C28H25F3N2O5S/c1-3-6-25-24-8-5-4-7-23(24)18(2)26(32-25)33(17-19-9-13-21(14-10-19)38-28(29,30)31)39(36,37)22-15-11-20(12-16-22)27(34)35/h4-5,7-16H,3,6,17H2,1-2H3,(H,34,35)";"False";"-1"
"CHEMBL4092287";"";"";"Small molecule";"";"559.49";"13";"41";"3.64";"105.15";"6";"1";"1";"6";"N";"0.46";"12.49";"0.97";"3.29";"3.29";"3";"MOL";"-1";"38";"8";"1";"1";"559.1113";"-1.29";"NEUTRAL";"C23H19F6N5O3S";"C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncc2F)N1S(=O)(=O)c1ccc(F)cc1";"HGDUOYYDKBPRCV-TUIFFPIZSA-N";"InChI=1S/C23H19F6N5O3S/c1-12-17(25)7-20(34(12)38(36,37)16-4-2-15(24)3-5-16)21(35)31-8-13-6-19(30-11-18(13)26)14-9-32-22(33-10-14)23(27,28)29/h2-6,9-12,17,20H,7-8H2,1H3,(H,31,35)/t12-,17+,20-/m0/s1";"False";"-1"
"CHEMBL3682612";"";"";"Small molecule";"";"530.52";"1";"1";"5.84";"96.80";"5";"1";"2";"7";"N";"0.32";"3.52";"1.37";"6.89";"3.52";"4";"MOL";"-1";"37";"7";"1";"2";"530.1123";"-1.16";"ACID";"C26H21F3N2O5S";"Cc1ccc2cnc(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)c(C)c2c1";"ZWBYPZDBUOAYGH-UHFFFAOYSA-N";"InChI=1S/C26H21F3N2O5S/c1-16-3-6-20-14-30-24(17(2)23(20)13-16)31(15-18-4-9-21(10-5-18)36-26(27,28)29)37(34,35)22-11-7-19(8-12-22)25(32)33/h3-14H,15H2,1-2H3,(H,32,33)";"False";"-1"
"CHEMBL3682604";"";"";"Small molecule";"";"473.51";"1";"1";"4.78";"113.60";"6";"1";"0";"6";"N";"0.38";"3.52";"0.71";"4.37";"1.00";"5";"MOL";"-1";"34";"8";"1";"0";"473.1045";"-1.14";"ACID";"C25H19N3O5S";"Cc1c(N(Cc2nc3ccccc3o2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"CVTCYHLNHKMRFE-UHFFFAOYSA-N";"InChI=1S/C25H19N3O5S/c1-16-20-7-3-2-6-18(20)14-26-24(16)28(15-23-27-21-8-4-5-9-22(21)33-23)34(31,32)19-12-10-17(11-13-19)25(29)30/h2-14H,15H2,1H3,(H,29,30)";"False";"-1"
"CHEMBL3687384";"";"";"Small molecule";"";"593.58";"1";"1";"6.60";"109.69";"6";"1";"2";"8";"N";"0.22";"3.45";"4.33";"6.32";"3.87";"5";"MOL";"-1";"42";"8";"1";"2";"593.1232";"-1.17";"ACID";"C30H22F3N3O5S";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(-c2cccnc2)c2ccccc12";"RHUGXUHPJUSTDG-UHFFFAOYSA-N";"InChI=1S/C30H22F3N3O5S/c1-19-25-6-2-3-7-26(25)27(22-5-4-16-34-17-22)35-28(19)36(18-20-8-12-23(13-9-20)41-30(31,32)33)42(39,40)24-14-10-21(11-15-24)29(37)38/h2-17H,18H2,1H3,(H,37,38)";"False";"-1"
"CHEMBL5280897";"";"";"";"";"265.31";"3";"5";"3.49";"50.19";"4";"1";"0";"3";"N";"0.86";"5.75";"None";"4.67";"3.33";"2";"MOL";"-1";"18";"3";"1";"0";"265.0573";"-1.35";"ACID";"C13H12FNO2S";"CC(C)C(=O)c1sc(-c2cccc(F)c2)nc1O";"JIOMSJAFXSIVFK-UHFFFAOYSA-N";"InChI=1S/C13H12FNO2S/c1-7(2)10(16)11-12(17)15-13(18-11)8-4-3-5-9(14)6-8/h3-7,17H,1-2H3";"False";"-1"
"CHEMBL3682602";"";"";"Small molecule";"";"530.57";"1";"1";"6.06";"79.73";"5";"1";"2";"7";"N";"0.31";"None";"0.73";"6.65";"6.65";"4";"MOL";"-1";"37";"6";"1";"2";"530.1487";"-0.98";"NEUTRAL";"C27H25F3N2O4S";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(C)(C)O)cc2)ncc2ccccc12";"WKLFLFRSNBDHFO-UHFFFAOYSA-N";"InChI=1S/C27H25F3N2O4S/c1-18-24-7-5-4-6-20(24)16-31-25(18)32(17-19-8-12-22(13-9-19)36-27(28,29)30)37(34,35)23-14-10-21(11-15-23)26(2,3)33/h4-16,33H,17H2,1-3H3";"False";"-1"
"CHEMBL2442037";"";"";"Small molecule";"";"366.51";"1";"2";"4.39";"55.56";"3";"1";"0";"7";"N";"0.79";"None";"10.01";"3.95";"1.48";"2";"MOL";"-1";"27";"4";"2";"0";"366.2307";"-0.98";"BASE";"C23H30N2O2";"CCCN(C(=O)c1ccccc1OCc1ccccc1)[C@@H]1CCC[C@H](N)C1";"LLGUPACHQWNHJG-VQTJNVASSA-N";"InChI=1S/C23H30N2O2/c1-2-15-25(20-12-8-11-19(24)16-20)23(26)21-13-6-7-14-22(21)27-17-18-9-4-3-5-10-18/h3-7,9-10,13-14,19-20H,2,8,11-12,15-17,24H2,1H3/t19-,20+/m0/s1";"False";"-1"
"CHEMBL2442024";"";"";"Small molecule";"";"336.48";"1";"1";"4.01";"46.33";"2";"1";"0";"5";"N";"0.90";"None";"10.01";"3.95";"1.48";"2";"MOL";"-1";"25";"3";"2";"0";"336.2202";"-0.75";"BASE";"C22H28N2O";"CCN(C(=O)c1ccccc1Cc1ccccc1)[C@@H]1CCC[C@H](N)C1";"HEXWTAWXFGXPSE-VQTJNVASSA-N";"InChI=1S/C22H28N2O/c1-2-24(20-13-8-12-19(23)16-20)22(25)21-14-7-6-11-18(21)15-17-9-4-3-5-10-17/h3-7,9-11,14,19-20H,2,8,12-13,15-16,23H2,1H3/t19-,20+/m0/s1";"False";"-1"
"CHEMBL2442028";"";"";"Small molecule";"";"353.47";"1";"1";"3.39";"68.45";"4";"1";"0";"6";"N";"0.86";"None";"10.01";"2.21";"-0.26";"2";"MOL";"-1";"26";"5";"2";"0";"353.2103";"-1.03";"BASE";"C21H27N3O2";"CCN(C(=O)c1ccncc1OCc1ccccc1)[C@@H]1CCC[C@H](N)C1";"CZEFLJSXYHXDIS-ZWKOTPCHSA-N";"InChI=1S/C21H27N3O2/c1-2-24(18-10-6-9-17(22)13-18)21(25)19-11-12-23-14-20(19)26-15-16-7-4-3-5-8-16/h3-5,7-8,11-12,14,17-18H,2,6,9-10,13,15,22H2,1H3/t17-,18+/m0/s1";"False";"-1"
"CHEMBL2443063";"";"";"Small molecule";"";"501.30";"5";"5";"5.23";"71.03";"4";"2";"2";"2";"N";"0.59";"13.58";"None";"4.28";"4.28";"2";"MOL";"-1";"31";"6";"2";"2";"500.0559";"-0.85";"NEUTRAL";"C21H20BrF3N2O4";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)C[C@@H](O)c1cccc(Br)c1O2";"VUSLIHPWGMCAFY-QGZVFWFLSA-N";"InChI=1S/C21H20BrF3N2O4/c22-16-3-1-2-15-17(28)12-20(31-18(15)16)8-10-27(11-9-20)19(29)26-13-4-6-14(7-5-13)30-21(23,24)25/h1-7,17,28H,8-12H2,(H,26,29)/t17-/m1/s1";"False";"-1"
"CHEMBL5270316";"";"";"";"";"432.52";"1";"1";"3.86";"76.66";"5";"2";"0";"10";"N";"0.48";"None";"5.17";"4.81";"4.80";"3";"MOL";"-1";"32";"6";"2";"0";"432.2049";"-0.27";"NEUTRAL";"C26H28N2O4";"COC(=O)C(NCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1";"RIOYUYMVWPRVGZ-UXMRNZNESA-N";"InChI=1S/C26H28N2O4/c1-31-25(29)24(27-18-21-13-7-3-8-14-21)23(17-20-11-5-2-6-12-20)28-26(30)32-19-22-15-9-4-10-16-22/h2-16,23-24,27H,17-19H2,1H3,(H,28,30)/t23-,24?/m0/s1";"False";"-1"
"CHEMBL5284452";"";"";"";"";"308.33";"1";"1";"2.13";"62.66";"5";"1";"0";"2";"N";"0.92";"4.84";"None";"2.95";"1.37";"2";"MOL";"-1";"21";"5";"1";"0";"308.0631";"-2.19";"ACID";"C14H13FN2O3S";"O=C(c1sc(-c2cccc(F)c2)nc1O)N1CCOCC1";"NDBZTOVKRDHIGM-UHFFFAOYSA-N";"InChI=1S/C14H13FN2O3S/c15-10-3-1-2-9(8-10)13-16-12(18)11(21-13)14(19)17-4-6-20-7-5-17/h1-3,8,18H,4-7H2";"False";"-1"
"CHEMBL4091183";"";"";"Small molecule";"";"337.40";"2";"3";"4.37";"62.13";"4";"1";"0";"4";"N";"0.60";"10.05";"2.30";"3.55";"3.55";"4";"MOL";"-1";"24";"5";"1";"0";"337.0885";"-2.06";"NEUTRAL";"C18H15N3O2S";"Cc1ccc2oc(C(=O)N(Cc3cccs3)c3ccn[nH]3)cc2c1";"YSZRJGGWSOGQPW-UHFFFAOYSA-N";"InChI=1S/C18H15N3O2S/c1-12-4-5-15-13(9-12)10-16(23-15)18(22)21(17-6-7-19-20-17)11-14-3-2-8-24-14/h2-10H,11H2,1H3,(H,19,20)";"False";"-1"
"CHEMBL4795385";"";"";"Unknown";"";"438.89";"4";"4";"3.81";"102.31";"4";"2";"0";"5";"N";"0.63";"None";"5.48";"4.09";"4.09";"3";"MOL";"-1";"31";"6";"4";"0";"438.1259";"-1.13";"NEUTRAL";"C23H20ClFN4O2";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1N)[C@@H]1CCc2c(F)cc(Cl)cc21";"UQWXSZBNADPSOU-WOJBJXKFSA-N";"InChI=1S/C23H20ClFN4O2/c24-14-11-17-15(18(25)12-14)8-9-19(17)29(23(31)16-7-4-10-28-21(16)26)20(22(27)30)13-5-2-1-3-6-13/h1-7,10-12,19-20H,8-9H2,(H2,26,28)(H2,27,30)/t19-,20-/m1/s1";"False";"-1"
"CHEMBL4780270";"";"";"Unknown";"";"409.44";"3";"3";"3.98";"89.42";"3";"2";"0";"6";"N";"0.60";"None";"2.54";"4.13";"4.13";"3";"MOL";"-1";"30";"5";"4";"0";"409.1602";"-0.92";"NEUTRAL";"C23H21F2N3O2";"C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1N)[C@@H](C(N)=O)c1ccccc1";"ZJVZWZAQXWIKKN-SPLOXXLWSA-N";"InChI=1S/C23H21F2N3O2/c1-14(16-11-17(24)13-18(25)12-16)28(23(30)19-9-5-6-10-20(19)26)21(22(27)29)15-7-3-2-4-8-15/h2-14,21H,26H2,1H3,(H2,27,29)/t14-,21-/m1/s1";"False";"-1"
"CHEMBL4554194";"";"";"Unknown";"";"349.31";"3";"3";"4.14";"55.40";"3";"1";"0";"4";"N";"0.67";"13.06";"None";"5.10";"5.10";"2";"MOL";"-1";"25";"4";"1";"0";"349.0926";"-0.89";"NEUTRAL";"C18H14F3NO3";"COC(=O)c1ccccc1NC(=O)/C=C/c1ccc(C(F)(F)F)cc1";"PNFQYDULONSPIB-DHZHZOJOSA-N";"InChI=1S/C18H14F3NO3/c1-25-17(24)14-4-2-3-5-15(14)22-16(23)11-8-12-6-9-13(10-7-12)18(19,20)21/h2-11H,1H3,(H,22,23)/b11-8+";"False";"-1"
"CHEMBL4761535";"";"";"Unknown";"";"445.23";"10";"18";"4.10";"68.92";"5";"1";"0";"4";"N";"0.66";"12.47";"0.12";"3.38";"3.38";"3";"MOL";"-1";"29";"6";"1";"0";"444.0368";"-1.93";"NEUTRAL";"C18H13Cl2F3N4O2";"CCNC(=O)c1cnn(-c2ccc(-n3ccc(Cl)c(Cl)c3=O)cc2)c1C(F)(F)F";"ZTDUAAMBQLCQSR-UHFFFAOYSA-N";"InChI=1S/C18H13Cl2F3N4O2/c1-2-24-16(28)12-9-25-27(15(12)18(21,22)23)11-5-3-10(4-6-11)26-8-7-13(19)14(20)17(26)29/h3-9H,2H2,1H3,(H,24,28)";"False";"-1"
"CHEMBL4649088";"";"";"Unknown";"";"345.40";"6";"13";"2.16";"65.20";"2";"2";"0";"2";"N";"0.75";"11.33";"None";"2.23";"2.23";"3";"MOL";"-1";"26";"5";"2";"0";"345.1477";"0.43";"NEUTRAL";"C21H19N3O2";"O=C1N[C@H](Cc2ccccc2)C(=O)N2Cc3[nH]c4ccccc4c3C[C@@H]12";"RADKAGRBIKGFHM-MJGOQNOKSA-N";"InChI=1S/C21H19N3O2/c25-20-19-11-15-14-8-4-5-9-16(14)22-18(15)12-24(19)21(26)17(23-20)10-13-6-2-1-3-7-13/h1-9,17,19,22H,10-12H2,(H,23,25)/t17-,19+/m1/s1";"False";"-1"
"CHEMBL4066698";"";"";"Small molecule";"";"284.36";"1";"2";"2.82";"42.43";"3";"0";"0";"6";"N";"0.82";"None";"4.81";"2.31";"2.31";"2";"MOL";"-1";"21";"4";"0";"0";"284.1525";"-1.92";"NEUTRAL";"C17H20N2O2";"CCN(Cc1cccnc1)C(=O)COc1ccc(C)cc1";"MMJKIXYZZVLYHI-UHFFFAOYSA-N";"InChI=1S/C17H20N2O2/c1-3-19(12-15-5-4-10-18-11-15)17(20)13-21-16-8-6-14(2)7-9-16/h4-11H,3,12-13H2,1-2H3";"False";"-1"
"CHEMBL3947368";"";"";"Small molecule";"";"510.44";"5";"5";"3.84";"85.99";"7";"1";"1";"4";"N";"0.42";"7.91";"None";"4.45";"4.34";"4";"MOL";"-1";"35";"7";"1";"1";"510.0785";"-1.63";"NEUTRAL";"C22H15F5N4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(F)c(C(F)(F)F)c(F)c4)cs3)cccc2n(C)c1=O";"VZQJQNIXPKBELC-UHFFFAOYSA-N";"InChI=1S/C22H15F5N4O3S/c1-30-15-5-3-4-10(17(15)19(33)31(2)21(30)34)8-16(32)29-20-28-14(9-35-20)11-6-12(23)18(13(24)7-11)22(25,26)27/h3-7,9H,8H2,1-2H3,(H,28,29,32)";"False";"-1"
"CHEMBL3687362";"";"";"Small molecule";"";"522.57";"1";"1";"6.14";"87.57";"4";"1";"2";"8";"N";"0.30";"3.52";"0.73";"6.24";"2.87";"4";"MOL";"-1";"37";"6";"1";"2";"522.1425";"-0.98";"ACID";"C28H24F2N2O4S";"Cc1c(N(Cc2ccc(C(F)(F)C3CC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"FQWYPBOFMWVPDO-UHFFFAOYSA-N";"InChI=1S/C28H24F2N2O4S/c1-18-25-5-3-2-4-21(25)16-31-26(18)32(37(35,36)24-14-8-20(9-15-24)27(33)34)17-19-6-10-22(11-7-19)28(29,30)23-12-13-23/h2-11,14-16,23H,12-13,17H2,1H3,(H,33,34)";"False";"-1"
"CHEMBL5272167";"";"";"";"";"545.48";"1";"1";"5.98";"56.36";"4";"0";"2";"5";"N";"0.29";"None";"0.57";"6.33";"6.33";"4";"MOL";"-1";"37";"5";"0";"2";"545.1008";"-1.42";"NEUTRAL";"C24H18F7N3O2S";"CCn1/c(=N/S(=O)(=O)c2ccccc2)n(Cc2ccc(C(F)(F)F)c(F)c2)c2cc(C(F)(F)F)ccc21";"MYTBRGWEJDYYBX-JDCMOKTRSA-N";"InChI=1S/C24H18F7N3O2S/c1-2-33-20-11-9-16(23(26,27)28)13-21(20)34(14-15-8-10-18(19(25)12-15)24(29,30)31)22(33)32-37(35,36)17-6-4-3-5-7-17/h3-13H,2,14H2,1H3/b32-22-";"False";"-1"
"CHEMBL3894956";"";"";"Small molecule";"";"526.54";"5";"5";"4.32";"85.99";"8";"1";"1";"5";"N";"0.39";"7.91";"None";"5.34";"5.23";"4";"MOL";"-1";"35";"7";"1";"1";"526.0756";"-1.89";"NEUTRAL";"C22H18F4N4O3S2";"CCc1sc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C";"CCUITVGIDVPEJI-UHFFFAOYSA-N";"InChI=1S/C22H18F4N4O3S2/c1-4-15-11(17-18(32)29(2)21(33)30(3)19(17)35-15)8-16(31)28-20-27-14(9-34-20)10-5-6-12(13(23)7-10)22(24,25)26/h5-7,9H,4,8H2,1-3H3,(H,27,28,31)";"False";"-1"
"CHEMBL5289538";"";"";"";"";"235.26";"1";"1";"2.30";"59.42";"5";"1";"0";"2";"N";"0.81";"2.18";"None";"3.36";"2.05";"2";"MOL";"-1";"16";"4";"1";"0";"235.0303";"-0.95";"ACID";"C11H9NO3S";"COC(=O)c1nc(-c2ccccc2)sc1O";"QVLVVRWQJKBLOL-UHFFFAOYSA-N";"InChI=1S/C11H9NO3S/c1-15-10(13)8-11(14)16-9(12-8)7-5-3-2-4-6-7/h2-6,14H,1H3";"False";"-1"
"CHEMBL5282082";"";"";"";"";"530.57";"1";"1";"5.42";"77.92";"4";"1";"2";"6";"N";"0.43";"4.32";"None";"4.93";"1.99";"3";"MOL";"-1";"35";"6";"1";"2";"530.0957";"-1.61";"ACID";"C23H22F4N2O4S2";"Cc1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)N2CCC(C(=O)O)CC2)sc2ccccc12";"OVFDCTJFONNKBK-UHFFFAOYSA-N";"InChI=1S/C23H22F4N2O4S2/c1-14-17-4-2-3-5-20(17)34-21(14)29(13-15-6-7-19(24)18(12-15)23(25,26)27)35(32,33)28-10-8-16(9-11-28)22(30)31/h2-7,12,16H,8-11,13H2,1H3,(H,30,31)";"False";"-1"
"CHEMBL5266982";"";"";"";"";"373.50";"1";"1";"3.12";"79.25";"6";"1";"0";"5";"N";"0.87";"None";"8.99";"3.10";"1.52";"2";"MOL";"-1";"27";"6";"2";"0";"373.2365";"0.00";"BASE";"C21H31N3O3";"COc1ccc2c(c1)n(CCN)c(=O)n2C(=O)[C@@H]1C[C@H](C)CC[C@H]1C(C)C";"ZGTYTFYRCIRWBL-HYVNUMGLSA-N";"InChI=1S/C21H31N3O3/c1-13(2)16-7-5-14(3)11-17(16)20(25)24-18-8-6-15(27-4)12-19(18)23(10-9-22)21(24)26/h6,8,12-14,16-17H,5,7,9-11,22H2,1-4H3/t14-,16+,17-/m1/s1";"False";"-1"
"CHEMBL5284149";"";"";"";"";"341.50";"1";"1";"5.20";"29.54";"2";"0";"1";"5";"N";"0.69";"None";"0.23";"5.22";"5.22";"1";"MOL";"-1";"25";"3";"0";"1";"341.2355";"-0.41";"NEUTRAL";"C22H31NO2";"COc1ccc(/C=C/C(=O)N(C2CCCCC2)C2CCCCC2)cc1";"GIELGBNKCVPVDD-SAPNQHFASA-N";"InChI=1S/C22H31NO2/c1-25-21-15-12-18(13-16-21)14-17-22(24)23(19-8-4-2-5-9-19)20-10-6-3-7-11-20/h12-17,19-20H,2-11H2,1H3/b17-14+";"False";"-1"
